id,vin,price,miles,stock_no,year,make,model,trim,body_type,vehicle_type,drivetrain,transmission,fuel_type,engine_size,engine_block,seller_name,street,city,state,zip
c8bd97ad-81a5,1G1ZD5ST7JF265179,19947.0,4079.0,P28926,2018.0,Chevrolet,Malibu,1LT,Sedan,Car,FWD,Automatic,Unleaded,1.5,I,hendrick toyota concord,7670 Bruton Smith Blvd,Concord,NC,28027
0fa26e6c-9f7e,1V2LR2CA9JC590202,27571.0,38464.0,JC590202,2018.0,Volkswagen,Atlas,SE w/Tech,SUV,Truck,4WD,Automatic,Unleaded,3.6,V,faulkner honda,2008 Paxton St,Harrisburg,PA,17111
9188b8ad-2d18,WBS4Y9C57JAC87852,64977.0,7697.0,PSN5727,2018.0,BMW,M4 Coupe,Base,Coupe,Car,RWD,Manual,Premium Unleaded,3.0,I,hendrick lexus northlake,10830 Northlake Auto Plaza Blvd,Charlotte,NC,28269
3814abcb-2f34,1GNERKKW8JJ236729,33000.0,33099.0,PV3184,2018.0,Chevrolet,Traverse,Premier,SUV,Truck,FWD,Automatic,Unleaded,3.6,V,phil smith kia,4250 N Federal Hwy,Lighthouse Point,FL,33064
18337d03-4fe3,7FARW2H55JE055116,24050.0,15263.0,2739229A,2018.0,Honda,CR-V,EX,SUV,Truck,4WD,Automatic,Unleaded,1.5,I,jeff wyler honda automall,5244 Dixie Hwy,Louisville,KY,40216.0
bd6f3506-32fb,1FT8W3DTXJEB64464,64988.0,46925.0,M2022A,2018.0,Ford,F-350 Super Duty,Lariat,Pickup,Truck,4WD,Automatic,Diesel,6.7,V,bill fick ford,737 N Fwy Service Rd,Huntsville,TX,77340
37ae5400-e9e6,WBA8B9G59JNU96372,26977.0,35955.0,PN5724,2018.0,BMW,3 Series,330i,Sedan,Car,RWD,Automatic,Premium Unleaded,2.0,I,rick hendrick chevrolet norfolk,6252 E. Virginia Beach Blvd.,Norfolk,VA,23502
01a8b315-6d6a,KNDPMCAC9J7490038,17945.0,47105.0,CO21L276,2018.0,Kia,Sportage,LX,SUV,Truck,4WD,Automatic,Unleaded,2.4,I,west herr chrysler dodge jeep ram fiat of rochester,4477 Ridge Rd W,Rochester,NY,14626
d9674d52-a2ca,YV4102NK7J1021415,38900.0,28882.0,14009V,2018.0,Volvo,V90 Cross Country,Base,Wagon,Car,4WD,Automatic,Premium Unleaded,2.0,I,jaffarian volvo,600 River Street,Haverhill,MA,01832
7bc2d798-8fce,7FARW2H59JE065907,25176.0,34139.0,13A04067,2018.0,Honda,CR-V,EX,SUV,Truck,4WD,Automatic,Unleaded,1.5,I,victory honda monroe,1605 North Monroe St,Monroe,MI,48162
3acf9e14-f7ad,WA1ANAFY0J2045335,30999.0,31992.0,BJ2045335,2018.0,Audi,Q5,Premium,SUV,Truck,4WD,Automatic,Premium Unleaded,2.0,I,sonic automotive concierge,4401 Colwick Road,Charlotte,NC,28211
d263cd3b-d0b6,SALYL2RV7JA729749,48990.0,48794.0,JA729749,2018.0,Land Rover,Range Rover Velar,SE,SUV,Truck,4WD,Automatic,Premium Unleaded,3.0,V,autonation chevrolet timonium,60 East Padonia Road,Timonium,MD,21093
04bf50e4-8a37,1V2DR2CA3JC541016,31400.0,19977.0,P41016,2018.0,Volkswagen,Atlas,SE w/Tech,SUV,Truck,FWD,Automatic,Unleaded,3.6,V,hendrick volkswagen of concord,7500 Hendrick Auto Plaza Nw,Concord,NC,28027
5381e2f5-407d,1N6AD0EV7JN714240,30000.0,40220.0,PR9731A,2018.0,Nissan,Frontier,SV,Pickup,Truck,4WD,Automatic,Unleaded,4.0,V,royal moore pre-owned,2350 Southeast 44Th Avenue,Hillsboro,OR,97123
82448f1a-2a3b,1G1BE5SM4J7167356,14688.0,84697.0,J7167356,2018.0,Chevrolet,Cruze,LT,Sedan,Car,FWD,Automatic,Unleaded,1.4,I,bmw of tulsa,9702 S Memorial Dr,Tulsa,OK,74133
1a63c429-3093,5NPE34AF3JH703393,24394.0,12122.0,1JH703393,2018.0,Hyundai,Sonata,Limited,Sedan,Car,FWD,Automatic,Unleaded,2.4,I,maxon mazda,2329 U.s. 22 W,Union,NJ,07083
12682284-ec51,JM3KFADM7J0333430,26777.0,39501.0,21AM598,2018.0,Mazda,CX-5,Grand Touring,Crossover,Truck,FWD,Automatic,Unleaded,2.5,I,butch oustalet mazda,15150 Airport Road,Gulfport,MS,39503
78f75dea-f0a3,5LMCJ3D99JUL32011,33420.0,20824.0,FH21P072,2018.0,Lincoln,MKC,Reserve,SUV,Truck,4WD,Automatic,Unleaded,2.0,I,west herr nissan of orchard park,3580 Southwestern Blvd,Orchard Park,NY,14127
7a7ca06e-e745,WBA8A9C52JAH14073,20289.0,35633.0,PJAH14073,2018.0,BMW,3 Series,320i,Sedan,Car,RWD,Automatic,Premium Unleaded,2.0,I,echopark dallas (formerly driversselect),500 East 104th Avenue,Thornton,CO,80229
31658ebc-0dae,WDDZF4JB1JA396339,40988.0,15703.0,JA396339,2018.0,Mercedes-Benz,E-Class,E300,Sedan,Car,RWD,Automatic,Premium Unleaded,2.0,I,crown mitsubishi,5400 34th St. N.,Saint Petersburg,FL,33714
a5952d4c-d6e5,1FTYE1ZM6JKA33641,25298.0,84742.0,BH23306,2018.0,Ford,Transit Van,Base,Cargo Van,Truck,RWD,Automatic,Unleaded,3.7,V,herb chambers toyota of boston,32 Brighton Avenue,Boston,MA,02134
937eb294-6a99,2C4RC1BG6JR129057,24993.0,37000.0,JR129057,2018.0,Chrysler,Pacifica,Touring L,Minivan,Truck,FWD,Automatic,Unleaded,3.6,V,honda south,6871 Mt Zion Blvd,Morrow,GA,30260
9a6b04d5-f60e,JHMFC1F70JX033535,21999.0,28506.0,U033535,2018.0,Honda,Civic,EX-L,Sedan,Car,FWD,Automatic,Unleaded,1.5,I,speck chrysler jeep dodge ram,501 Stover Rd,Grandview,WA,98930.0
34eec1a4-9fec,1FTEW1EP5JFD90785,39598.0,34938.0,R3884,2018.0,Ford,F-150,XLT,Pickup,Truck,4WD,Automatic,Unleaded,2.7,V,prescott brothers of princeton,730 W. Peru Street,Princeton,IL,61356
c265d67f-f1ab,2FMHK6DT1JBA06518,29995.0,50575.0,L17134,2018.0,Ford,Flex,Limited,SUV,Truck,4WD,Automatic,Unleaded,3.5,V,zeigler ford of elkhart,2525 Bypass Rd,Elkhart,IN,46514
89cca672-f3d5,WDDPK3JA4JF148691,37734.0,20297.0,PB2146A,2018.0,Mercedes-Benz,SLC Roadster,SLC300,Roadster,Car,RWD,Automatic,Premium Unleaded,2.0,I,hendrick chrysler dodge jeep ram fiat wilmington,219 S College Rd,Wilmington,NC,28403
43294f8d-3902,3C4NJDBB7JT161555,,37080.0,P19653,2018.0,Jeep,Compass,Latitude,SUV,Truck,4WD,Manual,Unleaded,2.4,I,landmark of taylorville,1531 W Springfield Road,Taylorville,IL,62568.0
fb62ee4a-4a98,7FARW1H99JE052491,27573.0,24168.0,M00218A,2018.0,Honda,CR-V,Touring,SUV,Truck,FWD,Automatic,Unleaded,1.5,I,hendrick chevrolet shawnee mission,8300 Shawnee Mission Parkway,Merriam,KS,66202.0
6f89a66b-7186,JF2SJAGC5JH402810,22999.0,39384.0,XG1290,2018.0,Subaru,Forester,Premium,SUV,Truck,4WD,Automatic,Unleaded,2.5,H,maguire nissan,17 Uptown Road,Ithaca,NY,14850.0
ffc7465a-2bca,WBY7Z8C56JVB87440,28995.0,18154.0,87601,2018.0,BMW,i3,s,Hatchback,Car,RWD,Automatic,Electric / Premium Unleaded,0.6,I,mini of knoxville,8729 Kingston Pike,Knoxville,TN,37923
64577403-a35f,5N1AZ2MH0JN145173,27900.0,39191.0,NI6852A,2018.0,Nissan,Murano,SV,Crossover,Truck,4WD,Automatic,Unleaded,3.5,V,ashland honda toyota,2301 Lake Shore Drive East,Ashland,WI,54806
0eca4698-322e,JM3TCBDY4J0220010,28888.0,52668.0,KPPS13000,2018.0,Mazda,CX-9,Grand Touring,SUV,Truck,4WD,Automatic,Unleaded,2.5,I,russ darrow mitsubishi,W226s1700 Hwy 164,Waukesha,WI,53186
10e658f2-c1ea,1FMCU9GD9JUD57469,20995.0,15905.0,9476,2018.0,Ford,Escape,SE,SUV,Truck,4WD,Automatic,Unleaded,1.5,I,morlan-shell ford inc,1824 Porter Wagoner Blvd,West Plains,MO,65775
51c353ef-2f9e,3C4NJCBB5JT181877,21331.0,13071.0,,2018.0,Jeep,Compass,Latitude,SUV,Truck,FWD,Automatic,Unleaded,2.4,I,lakeland toyota,2925 Mall Hill Dr,Lakeland,FL,33810
599f2932-6f5c,5UXKT0C51J0W03739,46050.0,16154.0,5834X,2018.0,BMW,X5,xDrive40e,SUV,Truck,4WD,Automatic,Electric / Premium Unleaded,2.0,I,zeigler chrysler dodge jeep ram of grandville,4200 Parkway Pl Sw,Grandville,MI,49418
d8ae6600-c563,5N1DL0MN5JC516512,32995.0,43288.0,AA-A20025A,2018.0,INFINITI,QX60,Base,Crossover,Truck,FWD,Automatic,Premium Unleaded,3.5,V,credit union carfinders,5345 Oakbrook Parkway,Norcross,GA,30093
39fa485f-c975,3C4NJCBB4JT300244,,53046.0,H1693A,2018.0,Jeep,Compass,Altitude,SUV,Truck,FWD,Automatic,Unleaded,2.4,I,major hyundai of stroudsburg,1534 North 9Th Street,Stroudsburg,PA,18360
00c0a2d2-26f4,1FTEW1E53JKC39126,39500.0,46229.0,FP7245,2018.0,Ford,F-150,XLT,Pickup,Truck,4WD,Automatic,E85 / Unleaded; Unleaded / Unleaded,5.0,V,byerly nissan,4027 Dixie Hwy,Louisville,KY,40216
af3d0535-df60,5NPE24AFXJH606016,13250.0,91737.0,H70202A,2018.0,Hyundai,Sonata,SE,Sedan,Car,FWD,Automatic,Unleaded,2.4,I,jones junction,1508 Belair Road #,Bel Air,MD,21014
cd5538c8-9440,2C3CDZBT1JH260258,37500.0,29879.0,P12968,2018.0,Dodge,Challenger,R/T Plus,Coupe,Car,RWD,Automatic,Premium Unleaded,5.7,V,pilson ford,2000 Lakeland Blvd,Mattoon,IL,61938
4154725e-64e1,WA1BNAFY5J2152675,34877.0,22673.0,DM19564A,2018.0,Audi,Q5,Premium Plus,Crossover,Truck,4WD,Manual,Premium Unleaded,2.0,I,hendrick acura,6824 E Independence Blvd,Charlotte,NC,28227
71b10fa4-c79f,5NPE24AF0JH607109,16100.0,87320.0,H041745A,2018.0,Hyundai,Sonata,SE,Sedan,Car,FWD,Automatic,Unleaded,2.4,I,o'brien honda of bloomington,1602 General Electric Rd,Bloomington,IL,61704
dd00c495-e655,JF2SJAAC1JH495009,23016.0,31587.0,PS4278,2018.0,Subaru,Forester,Base,SUV,Truck,4WD,Automatic,Unleaded,2.5,H,berman auto group,5757 W Touhy Ave,Niles,IL,60714
1effdc68-9a6c,JTMJJREV3JD154495,29990.0,53776.0,2175139A,2018.0,Toyota,RAV4,SE,SUV,Truck,4WD,Automatic,Electric / Unleaded,2.5,I,o'brien auto group,12612 Northeast 124th Street,Kirkland,WA,98034
c2375ddd-aa4f,5N1AT2MV6JC732271,,22482.0,WP32271,2018.0,Nissan,Rogue,SV,Crossover,Truck,4WD,Automatic,Unleaded,2.5,I,fitzgerald subaru of gaithersburg,904 Russell Avenue,Gaithersburg,MD,20879
1b543611-a452,3GNAXJEVXJL377103,22000.0,33081.0,21217,2018.0,Chevrolet,Equinox,LT,SUV,Truck,FWD,Automatic,Unleaded,1.5,I,heritage chevrolet,350 W Dickman Road,Battle Creek,MI,49037
83042bec-d44f,KNDPMCAC7J7467180,20199.0,27393.0,KJ7467180,2018.0,Kia,Sportage,LX,SUV,Truck,4WD,Automatic,Unleaded,2.4,I,volvo cars of fayetteville,5925 Cliffdale Road,Fayetteville,NC,28314
1a6ec9ad-9cb8,JTJBM7FX8J5189914,47500.0,32411.0,J5189914,2018.0,Lexus,GX,PREMIUM,SUV,Truck,4WD,Automatic,Premium Unleaded,4.6,V,jackie cooper imports,9393 S. Memorial,Tulsa,OK,74133
12a72d2d-e08b,1FADP3L93JL289311,20904.0,32678.0,DP1827A,2018.0,Ford,Focus,ST,Hatchback,Car,FWD,Manual,Unleaded,2.0,I,ferman automotive group,1306 West Kennedy Blvd.,Tampa,FL,33606
bfaa7986-6646,JTMRFREV8JJ233148,22487.0,32303.0,T100421,2018.0,Toyota,RAV4,XLE,SUV,Truck,4WD,Automatic,Unleaded,2.5,I,fred beans buick gmc,841 N Easton Rd,Doylestown,PA,18902
61a5287f-3d52,2C3CCAKG4JH137741,,44980.0,21122A,2018.0,Chrysler,300,Limited,Sedan,Car,4WD,Automatic,Unleaded,3.6,V,warrensburg ford,330 E. Young,Warrensburg,MO,64093
21ccff8d-a50a,JA4AD3A36JJ002344,15988.0,70485.0,M022762A,2018.0,Mitsubishi,Outlander,SEL,SUV,Truck,FWD,Automatic,Unleaded,2.4,I,fitzgerald subaru,11411 Rockville Pike,Rockville,MD,20852
78ce249c-20c4,WDCTG4GB5JJ373810,26900.0,37518.0,U36287,2018.0,Mercedes-Benz,GLA-Class,GLA250,SUV,Truck,4WD,Manual,Premium Unleaded,2.0,I,rallye motors,1600 Northern Blvd,Roslyn,NY,11576
31a7f60c-c089,JTHHP5AY6JA003379,71469.0,28583.0,DM1330A,2018.0,Lexus,LC,500,Coupe,Car,RWD,Automatic,Premium Unleaded,5.0,V,rick hendrick chevrolet buick gmc,12050 W. Broad Street,Richmond,VA,23233
32adcd21-f6f1,5TDKZRFH5JS526672,28315.0,64387.0,JS526672,2018.0,Toyota,Highlander,XLE,SUV,Truck,FWD,Automatic,Unleaded,3.5,V,lincoln of cincinnati,9620 Montgomery Road,Cincinnati,OH,45242
a2303de5-704a,JTJYARBZ9J2094754,24699.0,32724.0,J2094754,2018.0,Lexus,NX,300,SUV,Truck,FWD,Automatic,Premium Unleaded,2.0,I,ocx cars,7433 Telegraph,Montebello,CA,90640
c1acef9a-b6c7,WDDPK6GA7JF150251,44893.0,61855.0,JF150251S,2018.0,Mercedes-Benz,SLC Roadster,AMG® SLC43,Roadster,Car,RWD,Automatic,Premium Unleaded,,,monroe superstore,15160 S. Dixie Hwy,Monroe,MI,48161
90860666-f284,1N4AL3AP3JC133379,15495.0,59132.0,H26130A,2018.0,Nissan,Altima,SL,Sedan,Car,FWD,Automatic,Unleaded,2.5,I,tom ahl family of dealerships,2525 Allentown Road,Lima,OH,45805
88014e99-83fa,3FADP4EJ4JM101259,13588.0,53378.0,2B062A,2018.0,Ford,Fiesta,SE,Hatchback,Car,FWD,Manual,Unleaded,1.6,I,subaru of sonora,13254 Mono Way,Sonora,CA,95370
73ecac84-cbc6,5TFAW5F13JX746225,51482.0,50920.0,MP12419,2018.0,Toyota,Tundra,1794 Edition,Pickup,Truck,4WD,Automatic,E85 / Unleaded,5.7,V,volvo cars richmond,7211 W. Broad St,Richmond,VA,23294
eb29ee2a-43b7,5LMTJ3DH7JUL00133,29000.0,38754.0,FP289,2018.0,Lincoln,MKC,Reserve,SUV,Truck,4WD,Automatic,Unleaded,2.3,I,"haley buick-gmc truck, inc",9831 Midlothian Turnpike,Richmond,VA,23235
c1b3363b-29ce,MAJ3P1TEXJC212254,,57545.0,P7899,2018.0,Ford,Ecosport,SE,Crossover,Truck,FWD,Automatic,Unleaded,1.0,I,ford of columbia,115 S. James Campbell Blvd.,Columbia,TN,38401
442acbeb-04be,2GNAXNEX2J6284041,27001.0,34590.0,,2018.0,Chevrolet,Equinox,Premier,SUV,Truck,FWD,Automatic,Unleaded,2.0,I,asbury automotive dealer services,1797 Founders Parkway,Alpharetta,GA,30009.0
79df6bc4-0f29,WDDZF6EB3JA394761,59210.0,24467.0,P5136,2018.0,Mercedes-Benz,E-Class,AMG® E43,Sedan,Car,4WD,Automatic,Premium Unleaded,3.0,V,rick hendrick chrysler dodge jeep ram duluth,2473 Pleasant Hill Rd,Duluth,GA,30096.0
45a8bf38-faca,WBA8D9G56JNU68894,26989.0,27976.0,BPOL68894,2018.0,BMW,3 Series,330i,Sedan,Car,4WD,Automatic,Premium Unleaded,2.0,I,ed napleton automotive group,One #600,Oakbrook Terrace,IL,60181
7e53bf72-a42c,5J8YD4H58JL027236,38988.0,19023.0,A20457-1,2018.0,Acura,MDX,Technology Package,SUV,Truck,4WD,Automatic,Premium Unleaded,3.5,V,speedcraft acura,883 Quaker Ln,West Warwick,RI,02893
4f9aa6dd-78cf,1G1BC5SM4J7132242,12400.0,71936.0,C1296U,2018.0,Chevrolet,Cruze,LS,Sedan,Car,FWD,Automatic,Unleaded,1.4,I,apple cadillac,1201 Loucks Road,York,PA,17404
412aa125-271a,1FM5K8D82JGB06677,30980.0,64067.0,5096,2018.0,Ford,Explorer,XLT,SUV,Truck,4WD,Automatic,E85 / Unleaded,3.5,V,barber ford,640 East Eighth Street,Holland,MI,49423.0
e5ae0799-0464,5NPD84LF6JH282151,12999.0,52065.0,HU05452T,2018.0,Hyundai,Elantra,Limited,Sedan,Car,FWD,Automatic,Unleaded,2.0,I,star hyundai,201-16 Northern Blvd,Bayside,NY,11361.0
eef8d119-366c,WMZYS7C38J3E07479,25722.0,12669.0,PM2214,2018.0,MINI,Countryman,Base,Hatchback,Car,FWD,Automatic,Premium Unleaded,1.5,I,hendrick honda of easley,4609 Calhoun Memorial Hwy,Easley,SC,29640
929458ff-d003,1FTEX1EPXJFC12139,39395.0,16837.0,J22254,2018.0,Ford,F-150,XLT,Pickup,Truck,4WD,Automatic,Unleaded,2.7,V,key honda of rutland,211 Route 7 S,Rutland,VT,05701
cb016f30-8efd,1FTEW1EPXJFE11730,46966.0,13026.0,S5461,2018.0,Ford,F-150,XLT,Pickup,Truck,4WD,Automatic,Unleaded,2.7,V,"hertrich buick gmc, inc.",26953 Sussex Highway,Seaford,DE,19973
639abed4-974f,LYV102RK3JB078412,35914.0,34432.0,P10328,2018.0,Volvo,XC60,Momentum,SUV,Truck,4WD,Automatic,Premium Unleaded,2.0,I,rick hendrick chevrolet charleston,1500 Savannah Hwy,Charleston,SC,29407
266a35e5-8dd9,1FADP3N20JL316514,15341.0,16910.0,DP6915,2018.0,Ford,Focus,Titanium,Hatchback,Car,FWD,Automatic,Unleaded,2.0,I,chapman chrysler jeep dodge ram,1100 Easton Rd,Horsham,PA,19044
46e77745-90ca,5UXTR9C51JLD61494,36633.0,27963.0,HR27163A,2018.0,BMW,X3,xDrive30i,SUV,Truck,4WD,Automatic,Premium Unleaded,2.0,I,prime volvo cars south shore,1030 Hingham Street,Rockland,MA,02370
60862788-3a1d,1C6RR7FT1JS342769,28914.0,14796.0,DL21L158,2018.0,RAM,Ram 1500 Pickup,Express,Pickup,Truck,4WD,Automatic,Unleaded,5.7,V,west herr auto group,3552 Southwestern Blvd.,Orchard Park,NY,14127
f5ac2bd5-1c4c,WDDZF6EB3JA446065,59988.0,16475.0,P6262,2018.0,Mercedes-Benz,E-Class,AMG® E43,Sedan,Car,4WD,Automatic,Premium Unleaded,,,hendrick cadillac monroe,3112 Hwy 74 West,Monroe,NC,28110
c20576de-1f01,1FTEW1EB2JKE47424,30561.0,80965.0,F20750B,2018.0,Ford,F-150,XLT,Pickup,Truck,4WD,Automatic,E85 / Unleaded,3.3,V,max chrysler dodge jeep ram belton,7820 East 171St Street,Belton,MO,64012.0
d1c4a19a-1aee,1FMCU9HD5JUC05266,20700.0,30547.0,JUC05266,2018.0,Ford,Escape,SEL,SUV,Truck,4WD,Automatic,Unleaded,1.5,I,zeigler fiat of grandville,4200 Parkway Place Dr.,Grandville,MI,49418
a0adb613-59d6,1FTMF1EB0JKD11336,25518.0,102072.0,S9731,2018.0,Ford,F-150,XL,Pickup,Truck,4WD,Automatic,E85 / Unleaded,3.3,V,hendersonville chrysler dodge jeep ram,401 Duncan Hill Rd,Hendersonville,NC,28792
52a884f9-f7e0,1FT8W3BT6JEC32679,71000.0,40507.0,FPDA0888,2018.0,Ford,F-350 Super Duty,Platinum,Pickup,Truck,4WD,Automatic,Diesel,6.7,V,zeck chevrolet,1601 N Green,Purcell,OK,73080
6d9b47de-fe04,1C4RJFBG1JC319926,35975.0,20554.0,U19926,2018.0,Jeep,Grand Cherokee,Limited,SUV,Truck,4WD,Automatic,Unleaded,3.6,V,hunt ford,625 Garvin Lane,Franklin,KY,42134.0
428f9e24-82ab,1FTEW1EP6JFA92424,38282.0,27385.0,22575,2018.0,Ford,F-150,XLT,Pickup,Truck,4WD,Automatic,Unleaded,2.7,V,dunning ford,1051 Southgate Parkway,Cambridge,OH,43725
e3d8f811-14e8,WAUENCF58JA050326,26999.0,82794.0,MA02435A,2018.0,Audi,A5 Sportback,Premium Plus,Hatchback,Car,4WD,Automatic,Premium Unleaded,2.0,I,bmw of southpoint,225 Kentington Dr,Durham,NC,27713.0
42d8e0e6-5217,3GKALXEX9JL258763,29064.0,35840.0,G21276A,2018.0,GMC,Terrain,Denali,SUV,Truck,4WD,Automatic,Unleaded,2.0,I,bosak auto group,3111 W Lincoln Hwy,Merrillville,IN,46410.0
8a24b448-e671,KMHGN4JE6JU233677,28990.0,13695.0,HTGB233677,2018.0,GENESIS,G80,Base,Sedan,Car,RWD,Automatic,Unleaded,3.8,V,napleton northlake kia,3626 Northlake Blvd.,Palm Beach Gardens,FL,33403
0d97d5d4-2195,4S3BNAD62J3004596,18991.0,26797.0,S211035A,2018.0,Subaru,Legacy,Premium,Sedan,Car,4WD,Automatic,Unleaded,2.5,H,team gillman mazda,18010 I-45,Houston,TX,77090
bc57d92a-58d8,1FMCU9GD2JUA53819,19000.0,43500.0,R4626,2018.0,Ford,Escape,SE,SUV,Truck,4WD,Automatic,Unleaded,1.5,I,"keller ford, inc.",3385 Alpine Ave Nw,Grand Rapids,MI,49544
4422e151-f394,JF2GTADC5JH307183,23403.0,27799.0,JH307183A,2018.0,Subaru,Crosstrek,Premium,SUV,Truck,4WD,Automatic,Unleaded,2.0,H,dch subaru of thousand oaks,3725 Auto Mall Dr,Thousand Oaks,CA,91362
5d064f2f-01bd,WBAJA7C56JWA74636,35998.0,21608.0,LJWA74636,2018.0,BMW,5 Series,530i,Sedan,Car,4WD,Automatic,Premium Unleaded,2.0,I,mountain states toyota,201 W 70th Ave,Denver,CO,80221.0
a1f76e4f-f40d,1GNERGKW0JJ206119,38245.0,27983.0,C496130,2018.0,Chevrolet,Traverse,1LT,SUV,Truck,FWD,Automatic,Unleaded,3.6,V,moss bros. auto group,27810 Eucalyptus Ave,Moreno Valley,CA,92555.0
f47d8ca7-0bb0,WDDZF4KB6JA344297,42898.0,29486.0,MN8785,2018.0,Mercedes-Benz,E-Class,E300,Sedan,Car,4WD,Automatic,Premium Unleaded,2.0,I,herb chambers maserati of warwick,1441 Bald Hill Road Rte. 2,Warwick,RI,02886
f5196f99-e735,3CZRU6H54JG700349,19971.0,38693.0,CR1086A,2018.0,Honda,HR-V,EX,Crossover,Truck,4WD,Automatic,Unleaded,1.8,I,mohawk honda,"175 Freemans Bridge Rd,",Scotia,NY,12302.0
3feb6da3-b841,5UXKR0C51JL072118,47483.0,16773.0,P2413,2018.0,BMW,X5,xDrive35i,SUV,Truck,4WD,Automatic,Premium Unleaded,3.0,I,hendrick mini,7036 E Independence Blvd,Charlotte,NC,28227
65531f71-eeb5,2HKRW2H83JH667807,30988.0,27590.0,DM06543A,2018.0,Honda,CR-V,EX-L,SUV,Truck,4WD,Automatic,Unleaded,1.5,I,hendrick volkswagen of concord,7500 Hendrick Auto Plaza Nw,Concord,NC,28027
db408ec8-2817,1HGCV1F40JA009325,17987.0,138802.0,FME009742A,2018.0,Honda,Accord,EX,Sedan,Car,FWD,Automatic,Unleaded,1.5,I,pohanka nissan of stafford,1 Coachman Circle,Stafford,VA,22554
c3ad410f-8b68,1GT12UEY0JF270428,66000.0,41716.0,FA32202,2018.0,GMC,Sierra 2500 Denali HD,Denali,Pickup,Truck,4WD,Automatic,Diesel,6.6,V,zeck ford,4501 S. 4th St,Leavenworth,KS,66048
d0df5c77-a55b,WA1C4AFY2J2107734,39899.0,55218.0,51667A,2018.0,Audi,SQ5,Prestige,Crossover,Truck,4WD,Automatic,Premium Unleaded,3.0,V,pecheles automotive group,2620 South Memorial Drive,Greenville,NC,27834
aca1cfe1-e06c,7FARW1H95JE006236,29998.0,36463.0,P06236,2018.0,Honda,CR-V,Touring,SUV,Truck,FWD,Automatic,Unleaded,1.5,I,east bay bmw,4350 Rosewood Dr,Pleasanton,CA,94588
bd87c2e3-bfe6,3C4NJDBB4JT254503,21924.0,24374.0,HW21P113,2018.0,Jeep,Compass,Latitude,SUV,Truck,4WD,Manual,Unleaded,2.4,I,west-herr kia,3565 Southwestern Blvd.,Orchard Park,NY,14127
d08220e1-dc69,WBA8E1C50JA180056,29800.0,10576.0,JA180056,2018.0,BMW,3 Series,330e,Sedan,Car,RWD,Automatic,Electric / Unleaded,2.0,I,nalley hyundai,7909 Mall Parkway,Lithonia,GA,30038
8bf32b7a-2eac,KMHD84LF9JU555410,13500.0,56403.0,HY8753A,2018.0,Hyundai,Elantra,Value Edition,Sedan,Car,FWD,Automatic,Unleaded,2.0,I,c and s car company mazda,812 Washington Street,Waterloo,IA,50702
ac15d2e8-451b,5N1DL0MM4JC500261,32862.0,38998.0,P4137,2018.0,INFINITI,QX60,PURE,SUV,Truck,4WD,Automatic,Premium Unleaded,3.5,V,nissan 422 of limerick,55 Autopark Blvd,Limerick,PA,19468
c8f24a26-55f6,5UXTR9C55JLD67136,38995.0,26595.0,P8285FC,2018.0,BMW,X3,xDrive30i,SUV,Truck,4WD,Automatic,Premium Unleaded,2.0,I,bmw of manhattan,555 W 57th St,New York,NY,10019
cea7c5e0-b316,JTHBW1GG5J2172447,30705.0,20699.0,AM0019,2018.0,Lexus,ES,300h,Sedan,Car,FWD,Automatic,Electric / Unleaded,2.5,I,team nissan,70 Keller Street,Manchester,NH,03103
739c5c84-d74b,WDDUG6EB6JA379792,67590.0,20668.0,P5135,2018.0,Mercedes-Benz,S-Class,S450,Sedan,Car,4WD,Automatic,Premium Unleaded,3.0,V,hendrick mini,7036 E Independence Blvd,Charlotte,NC,28227
9997ae0d-74c1,3VW2B7AJ8JM225765,16313.0,20042.0,J0203,2018.0,Volkswagen,Jetta,S,Sedan,Car,FWD,Automatic,Unleaded,1.4,I,pioneer chevrolet,1315 Pike Street,Marietta,OH,45750
f1d74e23-f5eb,LVY992ML1JP004914,30981.0,61550.0,JP004914,2018.0,Volvo,S90,Inscription,Sedan,Car,4WD,Automatic,Premium Unleaded,2.0,I,crown volvo cars,3607 West Wendover,Greensboro,NC,27407
4f9ee526-f461,1C6RR7YTXJS181965,38113.0,63160.0,2618403A,2018.0,RAM,Ram 1500 Pickup,Rebel,Pickup,Truck,4WD,Automatic,Unleaded,5.7,V,jeff wyler kia,1117 State Route 32,Batavia,OH,45103.0
63a457f8-2dc7,JF2SJAJC3JH601587,27023.0,11061.0,SU16981A,2018.0,Subaru,Forester,Limited,SUV,Truck,4WD,Automatic,Unleaded,2.5,H,berman infiniti of merrillville,1794 W 81st Ave,Merrillville,IN,46410
4cf79446-5075,5J8TB4H30JL020649,24693.0,33518.0,,2018.0,Acura,RDX,Base,SUV,Truck,4WD,Automatic,Premium Unleaded,3.5,V,lumberton kia,5035 Dawn Drive,Lumberton,NC,28358
cc92fa5b-0a9a,1GKKNMLS6JZ201661,36062.0,10425.0,U10452,2018.0,GMC,Acadia,SLT-1,Crossover,Truck,FWD,Automatic,Unleaded,3.6,V,cutter buick gmc hawaii,94-149 Farrington Highway,Waipahu,HI,96797
3d09ced9-f4b3,5FNYF6H55JB043501,32600.0,26883.0,M00085A,2018.0,Honda,Pilot,EX-L,SUV,Truck,4WD,Automatic,Unleaded,3.5,V,east bay mini,4340 Rosewood Dr,Pleasanton,CA,94588
