"wk_strt_dt","guests.x","DIRECT_MAIL_S","PRINT_S","PAID_SEARCH_S","PRINT_CONSUMER_S","PRINT_TRADE_S","DISPLAY_ALL_PHD_S","DISPLAY_PHD","DISPLAY_ZIMM","DISPLAY_WITH_CC_S","DISPLAY_ZIMM_OTHER_S","DISPLAY_ALL_S","DISPLAY_PROGRAMMATIC_S","PAID_SOCIAL_S","DISPLAY_CRUISE_CRITIC_S","DISPLAY_S","OLV_S","Display.PHD_Programmatic.S","Search.Bing.Yahoo_S","Search.Google.AdWords_S","Social.FB_S","Social.Other_S","Display.Endemic_Luxury_S","Display.Endemic_Cruises_S2","Display_Other_S2","directmail_I","revenue","Connected_TV.Hulu.I","Connected_TV.Programmatic_Video.I","Display.Afar_Media._LLC.I","Display.Amazon.I","Display.Bloomberg.I","Display.Conde_Nast.I","Display.Cruise_Critic.I","Display.CruiseCritic.I","Display.Dot_Dash_Meredith.I","Display.Hulu.I","Display.Kargo.I","Display.Kerv.I","Display.Luxury_Link.I","Display.Martini_Media.I","Display.Meredith_Corporation.I","Display.Meredith_Interactive.I","Display.MyPoints._Inc.I","Display.Northstar_Travel_Group.I","Display.PHD_Programmatic.I","Display.Programmatic_Display.I","Display.Questex_Media_Group.I","Display.Robb_Report.I","Display.Sojern.I","Display.The_Wall_Street_Journal.I","Display.The_Wall_Street_Journal_Online.I","Display.Travel_And_Leisure.com.I","Display.Travel_Curator.I","Display.Travel_Relations.I","Display.Trip_Advisor.I","Display.Wall_Street_Journal.I","Display.Worth_International_Media.I","Display.Zefr.I","Display.demandbase.com.I","Online_Video.Amazon.I","Online_Video.Dot_Dash_Meredith.I","Online_Video.Kargo.I","Online_Video.NBC_Universal_._NBC_Sports.I","Online_Video.Northstar_Travel_Group.I","Online_Video.Programmatic_Video.I","Online_Video.Questex_Media_Group.I","Online_Video.Worth_International_Media.I","Online_Video.YouTube.I","Paid_Search.Bing_Ads.I","Paid_Search.Google_AdWords.I","Paid_Social.Facebook.I","Search.Bing_Ads.I","Search.Google_AdWords.I","Search.Yahoo_Gemini.I","Social.FB_IG.I","Social.Facebook.I","Social.Instagram.I","Social.LinkedIn.I","Social.Linkedin.I","Social.Pinterest.I","Connected_TV.Hulu.S","Connected_TV.Programmatic_Video.S","Display.Afar_Media._LLC.S","Display.Amazon.S","Display.Bloomberg.S","Display.Conde_Nast.S","Display.Cruise_Critic.S","Display.CruiseCritic.S","Display.Dot_Dash_Meredith.S","Display.Hulu.S","Display.Kargo.S","Display.Kerv.S","Display.Luxury_Link.S","Display.Martini_Media.S","Display.Meredith_Corporation.S","Display.Meredith_Interactive.S","Display.MyPoints._Inc.S","Display.Northstar_Travel_Group.S","Display.PHD_Programmatic.S.1","Display.Programmatic_Display.S","Display.Questex_Media_Group.S","Display.Robb_Report.S","Display.Sojern.S","Display.The_Wall_Street_Journal.S","Display.The_Wall_Street_Journal_Online.S","Display.Travel_And_Leisure.com.S","Display.Travel_Curator.S","Display.Travel_Relations.S","Display.Trip_Advisor.S","Display.Wall_Street_Journal.S","Display.Worth_International_Media.S","Display.Zefr.S","Display.demandbase.com.S","Online_Video.Amazon.S","Online_Video.Dot_Dash_Meredith.S","Online_Video.Kargo.S","Online_Video.NBC_Universal_._NBC_Sports.S","Online_Video.Northstar_Travel_Group.S","Online_Video.Programmatic_Video.S","Online_Video.Questex_Media_Group.S","Online_Video.Worth_International_Media.S","Online_Video.YouTube.S","Paid_Search.Bing_Ads.S","Paid_Search.Google_AdWords.S","Paid_Social.Facebook.S","Search.Bing_Ads.S","Search.Google_AdWords.S","Search.Yahoo_Gemini.S","Social.FB_IG.S","Social.Facebook.S","Social.Instagram.S","Social.LinkedIn.S","Social.Linkedin.S","Social.Pinterest.S","guests.y","google_trend_SBN","google_trend_COVID","retail_and_recreation_percent_change_from_baseline","grocery_and_pharmacy_percent_change_from_baseline","parks_percent_change_from_baseline","transit_stations_percent_change_from_baseline","workplaces_percent_change_from_baseline","residential_percent_change_from_baseline"
2019-03-24,624,126653.73,38356.5,35793.65043,38356.5,0,52897.52435,9797.453496,0,43100.07085,41973.45285,43100.07085,9797.453496,13526.97,1126.618,41973.45285,0,9797.453496,8475.65043,27318,13526.97,0,6102.366,35870.24685,0.84,60704.4,5098273.71,0,0,0,0,0,580106,0,47245,0,0,0,0,0,0,3,0,0,0,2909510,0,0,0,1220471,0,224319,0,0,0,142976,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,137036,94315,639,0,670923,0,0,0,0,0,0,0,0,0,26714.18835,0,1126.618,0,0,0,0,0,0,0,0,0,0,9797.453496,0,0,0,6102.366,0,6508.9845,0,1000,0,1647.074,0,0,0,0.84,0,0,0,0,0,0,0,0,0,0,0,0,8225.98,27318,249.67043,0,13526.97,0,0,0,0,624,62,0,0,0,0,0,0,0
2019-03-31,656,126653.73,38356.5,37557.55754,38356.5,0,83196.85901,5771.949412,0,77424.9096,75927.3176,77424.9096,5771.949412,1500.25,1497.592,75927.3176,0,5771.949412,7532.57754,30024.98,1500.25,0,4111.86,71815.4576,0,60704.4,4772946.42,0,0,0,0,0,1328183,0,60864,0,0,0,0,0,0,1,0,0,0,1764395,0,0,0,822372,0,227008,0,0,0,142344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143010,93788,404,0,63366,0,0,0,0,0,0,0,0,0,69662.4226,0,1497.592,0,0,0,0,0,0,0,0,0,0,5771.949412,0,0,0,4111.86,0,500,0,0,0,1653.035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7525.16,30024.98,7.41754,0,1500.25,0,0,0,0,656,61,0,0,0,0,0,0,0
2019-04-07,679,168458.0875,0,34169.93937,0,0,110165.7343,6705.316668,0,103460.4176,102022.0876,103460.4176,6705.316668,3288.7,1438.33,102022.0876,0,6705.316668,7890.13937,26279.8,2105.1,1183.6,4145.37,97871.4466,5.271,86020.75,5201018.58,0,0,0,0,0,1032158,0,56944,0,0,0,0,0,0,0,0,0,0,2465127,0,0,0,829074,0,75077,0,44,0,140114,0,0,0,251,0,0,0,0,0,0,0,0,0,0,0,0,142621,91116,129,0,86428,0,0,12975,0,0,0,0,0,0,37346.8181,0,1438.33,0,0,0,0,0,0,0,0,0,0,6705.316668,0,0,0,4145.37,0,58908.9345,0,0,0,1615.694,0,0,0,5.271,0,0,0,0,0,0,0,0,0,0,0,0,7879.74,26279.8,10.39937,0,2105.1,0,0,1183.6,0,679,67,-1,0,0,0,0,0,0
2019-04-14,539,168458.0875,0,31250.22,0,0,37657.70429,7347.570189,0,30310.1341,28962.7541,30310.1341,7347.570189,20570.89,1347.38,28962.7541,0,7347.570189,5923.92,25326.3,18377.96,2192.93,4510.56,24388.7321,63.462,86020.75,4346833.45,0,0,0,0,0,666505,0,50518,0,0,0,0,0,0,0,0,0,0,2815175,0,0,0,902111,0,39,0,0,0,138313,0,0,0,3022,0,0,0,0,0,0,0,0,0,0,0,0,88726,90025,252,0,931145,0,30947,0,0,0,0,0,0,0,22806.3101,0,1347.38,0,0,0,0,0,0,0,0,0,0,7347.570189,0,0,0,4510.56,0,0,0,0,0,1582.422,0,0,0,63.462,0,0,0,0,0,0,0,0,0,0,0,0,5923.92,25326.3,0,0,18377.96,0,2192.93,0,0,539,56,0,0,0,0,0,0,0
2019-04-21,587,168458.0875,0,31258.23221,0,0,33932.2721,7808.746499,0,26123.5256,24927.5476,26123.5256,7808.746499,15903.35,1195.978,24927.5476,0,7808.746499,5826.85221,25431.38,13817.25,2086.1,11279.865,13614.2926,33.39,86020.75,4362911.43,0,0,0,0,0,631385,0,49699,0,0,0,0,0,0,0,0,0,0,2745564,0,0,0,655973,0,0,0,0,0,109434,0,0,0,1590,0,0,0,0,0,0,0,0,0,0,0,0,105796,90384,251,0,803856,0,23802,0,0,0,0,0,0,0,12225.1816,0,1195.978,0,0,0,0,8000,0,0,0,0,0,7808.746499,0,0,0,3279.865,0,0,0,0,0,1389.111,0,0,0,33.39,0,0,0,0,0,0,0,0,0,0,0,0,5820.17,25431.38,6.68221,0,13817.25,0,2086.1,0,0,587,62,-1,0,0,0,0,0,0
2019-04-28,523,168458.0875,0,31085.56,0,0,43232.76716,6987.438008,0,36245.32915,35087.83915,36245.32915,6987.438008,4133.66,1157.49,35087.83915,0,6987.438008,6075.95,25009.61,4133.66,0,773.895,34313.94415,0,86020.75,4052877.58,0,0,0,0,0,2365949,0,45955,0,0,0,0,0,0,0,0,0,0,2256561,0,0,0,154779,0,0,0,0,0,64115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111410,104449,178,0,288546,0,0,0,0,0,0,0,0,0,33197.00715,0,1157.49,0,0,0,0,0,0,0,0,0,0,6987.438008,0,0,0,773.895,0,0,0,0,0,1116.937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6075.95,25009.61,0,0,4133.66,0,0,0,0,523,56,0,0,0,0,0,0,0
2019-05-05,522,176418.8625,10537.8,33310.26,10537.8,0,41200.41989,7498.406544,0,33702.01335,32549.62335,33702.01335,7498.406544,3595.77,1152.39,32549.62335,0,7498.406544,8051.65,25258.61,1610.53,1985.24,372.985,32148.16235,28.476,82704.75,4319020.66,0,0,0,0,0,2310095,0,45607,0,0,0,0,0,0,0,0,0,0,2199015,0,0,0,74597,0,0,0,0,0,64921,0,0,0,1356,0,0,0,0,0,0,0,0,0,0,0,0,162581,116990,89,0,82687,0,17684,0,0,0,0,0,0,0,31027.32335,0,1152.39,0,0,0,0,0,0,0,0,0,0,7498.406544,0,0,0,372.985,0,0,0,0,0,1120.839,0,0,0,28.476,0,0,0,0,0,0,0,0,0,0,0,0,8051.65,25258.61,0,0,1610.53,0,1985.24,0,0,522,56,0,0,0,0,0,0,0
2019-05-12,629,176418.8625,10537.8,32937.74,10537.8,0,20167.0121,8215.576145,0,11951.43595,10892.26595,11951.43595,8215.576145,9103.62,1059.17,10892.26595,0,8215.576145,7316.75,25620.99,4903.05,4200.57,347.205,10451.63195,93.429,82704.75,4504916.36,0,0,0,0,0,490968,0,42252,0,0,0,0,0,0,0,0,0,0,3437536,0,0,0,69441,0,1,0,0,0,66310,0,0,0,4449,0,0,0,0,0,0,0,0,0,0,0,0,158686,117756,111,0,161698,0,41083,0,0,0,0,0,0,0,9313.41995,0,1059.17,0,0,0,0,0,0,0,0,0,0,8215.576145,0,0,0,347.205,0,0,0,0,0,1138.212,0,0,0,93.429,0,0,0,0,0,0,0,0,0,0,0,0,7316.75,25620.99,0,0,4903.05,0,4200.57,0,0,629,65,0,0,0,0,0,0,0
2019-05-19,624,176418.8625,10537.8,37647.0544,10537.8,0,22646.32277,12171.63187,0,10474.6909,9547.4529,10474.6909,12171.63187,9615.85,927.238,9547.4529,0,12171.63187,8404.2144,29242.84,5609.57,4006.28,339.53,9134.7589,73.164,82704.75,4483438.25,0,0,0,0,0,448325,0,33524,0,0,0,0,0,0,0,0,0,0,5746889,0,0,0,67906,0,0,0,0,0,39894,0,0,0,3484,0,0,0,0,0,0,0,0,0,0,0,0,187864,132326,133,0,240467,0,36444,0,0,0,0,0,0,0,8479.7689,0,927.238,0,0,0,0,0,0,0,0,0,0,12171.63187,0,0,0,339.53,0,0,0,0,0,654.99,0,0,0,73.164,0,0,0,0,0,0,0,0,0,0,0,0,8401.44,29242.84,2.7744,0,5609.57,0,4006.28,0,0,624,63,0,0,0,0,0,0,0
2019-05-26,657,176418.8625,10537.8,39365.44942,10537.8,0,33708.57315,21705.8507,0,12002.72245,10229.03645,12002.72245,21705.8507,7211.04,1773.686,10229.03645,0,21705.8507,8655.81942,30709.63,4931.82,2279.22,313.149,9858.17945,57.708,82704.75,7134896.24,0,0,0,0,0,449447,0,63184,0,0,0,0,0,0,0,0,0,0,8861343,0,0,0,62629,0,0,0,0,0,1238804,0,0,0,2748,0,0,0,0,0,0,0,0,0,0,0,0,186514,157331,66,0,255022,0,25463,0,0,0,0,0,0,0,8638.44645,0,1773.686,0,0,0,0,0,0,0,0,0,0,21705.8507,0,0,0,313.149,0,0,0,0,0,1219.733,0,0,0,57.708,0,0,0,0,0,0,0,0,0,0,0,0,8648.39,30709.63,7.42942,0,4931.82,0,2279.22,0,0,657,74,0,0,0,0,0,0,0
2019-06-02,631,77424.042,10537.8,41135.54,10537.8,0,34678.99953,23422.87098,0,11256.12855,9784.07055,11256.12855,23422.87098,3286.46,1472.058,9784.07055,0,23422.87098,7952.53,33183.01,3286.46,0,917.305,8767.47755,99.288,64820.8,5465108.35,0,0,0,0,0,404582,0,52525,0,0,0,0,0,0,0,0,0,0,8541746,0,0,0,165243,0,2,0,0,0,865790,0,0,0,4728,0,0,0,0,0,0,0,0,0,0,0,0,191511,156086,41,0,293841,0,0,0,0,0,0,0,0,0,7769.36755,0,1472.058,0,0,0,0,0,0,0,0,0,0,23422.87098,0,0,0,917.305,0,0,0,0,0,998.11,0,0,0,99.288,0,0,0,0,0,0,0,0,0,0,0,0,7952.53,33183.01,0,0,3286.46,0,0,0,0,631,59,0,0,0,0,0,0,0
2019-06-09,572,77424.042,35724.625,38864.76,35724.625,0,19520.02359,7562.578842,0,11957.44475,10518.77475,11957.44475,7562.578842,22684.68,1438.67,10518.77475,0,7562.578842,7640.22,31224.54,18445.82,4238.86,1471.877,8348.92075,697.977,64820.8,7937699.1,0,0,0,0,0,379754,0,49604,0,0,0,0,0,0,0,0,0,0,2723525,0,0,0,265381,0,0,0,0,0,819640,0,0,0,33237,0,0,0,0,0,0,0,0,0,0,0,0,182452,123132,0,0,1392721,0,62608,0,0,0,0,0,0,0,7392.86375,0,1438.67,0,0,0,0,0,0,0,0,0,0,7562.578842,0,0,0,1471.877,0,0,0,0,0,956.057,0,0,0,697.977,0,0,0,0,0,0,0,0,0,0,0,0,7640.22,31224.54,0,0,18445.82,0,4238.86,0,0,572,55,0,0,0,0,0,0,0
2019-06-16,581,77424.042,35724.625,35955.7,35724.625,0,23579.81417,3120.549274,0,20459.2649,18930.6309,20459.2649,3120.549274,20488.94,1528.634,18930.6309,0,3120.549274,6435.84,29519.86,15971.47,4517.47,1368.958,17012.3129,549.36,64820.8,4756954.14,0,0,0,0,0,747336,0,55661,0,0,0,0,0,0,0,0,0,0,1045620,0,0,0,247814,0,0,0,0,0,777650,0,0,0,26160,0,0,0,0,0,0,0,0,0,0,0,0,122688,70387,0,0,1098308,0,82538,0,0,0,0,0,0,0,16104.3979,0,1528.634,0,0,0,0,0,0,0,0,0,0,3120.549274,0,0,0,1368.958,0,0,0,0,0,907.915,0,0,0,549.36,0,0,0,0,0,0,0,0,0,0,0,0,6435.84,29519.86,0,0,15971.47,0,4517.47,0,0,581,74,0,0,0,0,0,0,0
2019-06-23,595,77424.042,35724.625,34738.58,35724.625,0,12143.73601,3133.171605,0,9010.5644,7344.1624,9010.5644,3133.171605,18525.43,1666.402,7344.1624,0,3133.171605,6431.2,28307.38,14774.68,3750.75,849.351,5913.1324,581.679,64820.8,4405190.17,0,0,0,0,0,246382,0,77670,0,0,0,0,0,0,0,0,0,0,857481,0,0,0,153210,0,0,0,0,0,780011,0,0,0,27699,0,0,0,0,0,0,0,0,0,0,0,0,78739,51615,0,0,573143,0,66250,0,0,0,0,0,0,0,5030.7334,0,1666.402,0,0,0,0,0,0,0,0,0,0,3133.171605,0,0,0,849.351,0,0,0,0,0,882.399,0,0,0,581.679,0,0,0,0,0,0,0,0,0,0,0,0,6431.2,28307.38,0,0,14774.68,0,3750.75,0,0,595,66,-1,0,0,0,0,0,0
2019-06-30,504,77424.042,35724.625,42355.4,35724.625,0,6010.230983,3131.384983,0,2878.846,1383.124,2878.846,3131.384983,15352.55,1495.722,1383.124,0,3131.384983,9803.24,32552.16,13683.71,1668.84,1383.124,0,0,64820.8,3767314.33,0,0,0,0,0,8,0,54019,0,0,0,0,0,0,0,0,0,0,831840,0,0,0,247634,0,0,0,0,0,106,0,0,0,28143,0,0,0,0,0,0,0,0,0,0,0,0,206679,140343,0,0,1021039,680971,46182,0,0,0,0,0,0,0,0,0,1495.722,0,0,0,0,0,0,0,0,0,0,3131.384983,0,0,0,1383.124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9803.24,32552.16,0,0,13683.71,4999.77,1668.84,0,0,504,68,-1,0,0,0,0,0,0
2019-07-07,512,239315.3975,38380.125,45300.54,38380.125,0,8483.870579,6211.994579,0,2271.876,817.226,2271.876,6211.994579,17188.1,1454.65,817.226,0,6211.994579,10538.26,34762.28,13868.51,3319.59,817.226,0,0,120292,3865032.69,0,0,0,0,0,0,0,55092,0,0,0,0,0,0,0,0,0,0,1556888,0,0,0,151755,0,0,0,0,0,1,0,0,0,36278,0,0,0,0,0,0,0,0,0,0,0,0,236341,164239,0,0,996227,0,89122,0,0,0,0,0,0,0,0,0,1454.65,0,0,0,0,0,0,0,0,0,0,6211.994579,0,0,0,817.226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10538.26,34762.28,0,0,13868.51,0,3319.59,0,0,512,73,0,0,0,0,0,0,0
2019-07-14,601,239315.3975,38380.125,52368.95,38380.125,0,9587.517133,7015.878133,0,2571.639,1241.021,2571.639,7015.878133,11250.68,1330.618,1241.021,0,7015.878133,9586.53,42782.42,11250.68,0,1241.021,0,0,120292,4208230.54,0,0,0,0,0,4,0,61204,0,0,0,0,0,0,0,0,0,0,1986237,0,0,0,223012,0,0,0,0,0,0,0,0,0,29192,0,0,0,0,0,0,0,0,0,0,0,0,171348,193223,0,0,725830,0,0,0,0,0,0,0,0,0,0,0,1330.618,0,0,0,0,0,0,0,0,0,0,7015.878133,0,0,0,1241.021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9586.53,42782.42,0,0,11250.68,0,0,0,0,601,72,-1,0,0,0,0,0,0
2019-07-21,779,239315.3975,38380.125,53938.25,38380.125,0,12207.451,9049.06,0,3158.391,1917.499,3158.391,9049.06,13087.56,1240.892,1917.499,0,9049.06,7895.93,46042.32,9391.96,3695.6,1066.81,0,850.689,120292,10555723.36,0,0,0,0,0,0,0,57083,0,0,0,0,0,0,0,0,0,0,2382275,0,0,0,192555,0,0,0,0,0,0,0,0,0,40509,0,0,0,0,0,0,0,0,0,0,0,0,140600,194648,0,0,624443,0,62933,0,0,0,0,0,0,0,0,0,1240.892,0,0,0,0,0,0,0,0,0,0,9049.06,0,0,0,1066.81,0,0,0,0,0,0,0,0,0,850.689,0,0,0,0,0,0,0,0,0,0,0,0,7895.93,46042.32,0,0,9391.96,0,3695.6,0,0,779,79,0,0,0,0,0,0,0
2019-07-28,474,239315.3975,38380.125,54210.25,38380.125,0,11433.698,8219.51,0,3214.188,1998.354,3214.188,8219.51,11141.45,1215.834,1998.354,0,8219.51,8125.79,46084.46,5087.05,6054.4,1036.617,0,961.737,120292,3636960.73,0,0,0,0,0,0,0,51594,0,0,0,0,0,0,0,0,0,0,2406583,0,0,0,186090,0,0,0,0,0,0,0,0,0,45797,0,0,0,0,0,0,0,0,0,0,0,0,147437,195129,0,0,316809,0,100001,0,0,0,0,0,0,0,0,0,1215.834,0,0,0,0,0,0,0,0,0,0,8219.51,0,0,0,1036.617,0,0,0,0,0,0,0,0,0,961.737,0,0,0,0,0,0,0,0,0,0,0,0,8125.79,46084.46,0,0,5087.05,0,6054.4,0,0,474,61,0,0,0,0,0,0,0
2019-08-04,443,139979.905,7716.7,58896.1,7716.7,0,10280.71821,6415.118208,0,3865.6,2296.642,3865.6,6415.118208,9459.9,1568.958,2296.642,0,6415.118208,9069.93,49826.17,8426.5,1033.4,1223.563,0,1073.079,73037.5,3084566.96,0,0,0,0,0,0,0,61864,0,0,0,0,0,0,0,0,0,0,2066234,0,0,0,219478,0,0,0,0,0,0,0,0,0,51099,0,0,0,0,0,0,0,0,0,0,0,0,137065,190387,0,0,444600,0,14808,0,0,0,0,0,0,0,0,0,1568.958,0,0,0,0,0,0,0,0,0,0,6415.118208,0,0,0,1223.563,0,0,0,0,0,0,0,0,0,1073.079,0,0,0,0,0,0,0,0,0,0,0,0,9069.93,49826.17,0,0,8426.5,0,1033.4,0,0,443,81,0,0,0,0,0,0,0
2019-08-11,482,139979.905,7716.7,50533.16,7716.7,0,11094.26506,8283.018059,0,2811.247,1417.967,2811.247,8283.018059,4638.72,1393.28,1417.967,0,8283.018059,7202.07,43331.09,3886.47,752.25,742.082,0,675.885,73037.5,3751584.04,0,0,0,0,0,0,0,65037,0,0,0,0,0,0,0,0,0,0,2363232,0,0,0,139084,0,0,0,0,0,0,0,0,0,40288,0,0,0,0,0,0,0,0,0,0,0,0,136966,122440,0,0,291930,0,11947,0,0,0,0,0,0,0,0,0,1393.28,0,0,0,0,0,0,0,0,0,0,8283.018059,0,0,0,742.082,0,0,0,0,0,0,0,0,0,675.885,0,0,0,0,0,0,0,0,0,0,0,0,7202.07,43331.09,0,0,3886.47,0,752.25,0,0,482,77,0,0,0,0,0,0,0
2019-08-18,296,139979.905,7716.7,27989.73,7716.7,0,15870.41086,13991.79186,0,1878.619,914.817,1878.619,13991.79186,7138.67,963.802,914.817,0,13991.79186,6776.5,21213.23,6703.83,434.84,914.817,0,0,73037.5,2812834.17,0,0,0,0,0,1,0,48612,0,0,0,0,0,0,0,0,0,0,3795334,0,0,0,168367,0,0,0,0,0,0,0,0,0,27462,0,0,0,0,0,0,0,0,0,0,0,0,128643,56589,0,0,572966,0,7155,0,0,0,0,0,0,0,0,0,963.802,0,0,0,0,0,0,0,0,0,0,13991.79186,0,0,0,914.817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6776.5,21213.23,0,0,6703.83,0,434.84,0,0,296,69,0,0,0,0,0,0,0
2019-08-25,413,139979.905,7716.7,42331.61,7716.7,0,19933.40031,17208.26931,0,2725.131,1025.034,2725.131,17208.26931,7941.62,1700.097,1025.034,0,17208.26931,4894.44,37437.17,6929.95,1011.67,1025.034,0,0,73037.5,2803415.56,0,0,0,0,0,0,0,108273,0,0,0,0,0,0,0,0,0,0,4723842,0,0,0,182781,0,0,0,0,0,0,0,0,0,30112,0,0,0,0,0,0,0,0,0,0,0,0,70092,67761,0,0,499484,0,15206,0,0,0,0,0,0,0,0,0,1700.097,0,0,0,0,0,0,0,0,0,0,17208.26931,0,0,0,1025.034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4894.44,37437.17,0,0,6929.95,0,1011.67,0,0,413,71,-1,0,0,0,0,0,0
2019-09-01,328,86211.93,7716.7,40359.36,7716.7,0,17660.23896,15911.44496,0,1748.794,1053.344,1748.794,15911.44496,10081.22,695.45,1053.344,0,15911.44496,4865.92,35493.44,5447.97,4633.25,1053.344,0,0,71753.6,2427662.85,0,0,0,0,0,0,0,26450,0,0,0,0,0,0,0,0,0,0,4403175,0,0,0,207821,0,0,0,0,0,0,0,0,0,30412,0,0,0,0,0,0,0,0,0,0,0,0,48603,63845,0,0,316910,0,81134,0,0,0,0,0,0,0,0,0,695.45,0,0,0,0,0,0,0,0,0,0,15911.44496,0,0,0,1053.344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4865.92,35493.44,0,0,5447.97,0,4633.25,0,0,328,67,0,0,0,0,0,0,0
2019-09-08,341,86211.93,18770.875,40438.04,18770.875,0,13309.47546,10372.12746,0,2937.348,530.112,2937.348,10372.12746,11593.1,2407.236,530.112,0,10372.12746,5206.33,35231.71,9671.13,1921.97,530.112,0,0,71753.6,2162876.35,0,0,0,0,0,0,0,159099,0,0,0,0,0,0,0,0,0,0,2737679,0,0,0,124133,0,0,0,0,0,0,0,0,0,32397,0,0,0,0,0,0,0,0,0,0,0,0,61128,79712,0,0,528222,0,15791,0,0,0,0,0,0,0,0,0,2407.236,0,0,0,0,0,0,0,0,0,0,10372.12746,0,0,0,530.112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5206.33,35231.71,0,0,9671.13,0,1921.97,0,0,341,64,0,0,0,0,0,0,0
2019-09-15,294,86211.93,18770.875,50411.88,18770.875,0,10078.00537,7142.33537,0,2935.67,1626.809,2935.67,7142.33537,699.35,1308.861,1626.809,0,7142.33537,5989.33,44422.55,699.35,0,539.94,1086.869,0,71753.6,2145647,0,0,0,0,0,330501,0,74084,0,0,0,0,0,0,0,0,0,0,1504346,0,0,0,124484,0,0,0,0,0,0,0,0,0,33263,0,0,0,0,0,0,0,0,0,0,0,0,67802,66080,0,0,55464,0,0,0,0,0,0,0,0,0,1086.869,0,1308.861,0,0,0,0,0,0,0,0,0,0,7142.33537,0,0,0,539.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5989.33,44422.55,0,0,699.35,0,0,0,0,294,67,-1,0,0,0,0,0,0
2019-09-22,307,86211.93,18770.875,56814.74,18770.875,0,10164.06463,5755.926128,0,4408.1385,3308.0975,4408.1385,5755.926128,5996.9,1100.041,3308.0975,0,5755.926128,8790.23,48024.51,5996.9,0,2081.603,1226.4945,0,71753.6,2039067.62,0,0,0,0,0,379992,0,56926,0,0,0,0,0,0,0,0,0,0,1233613,0,0,0,371793,0,0,0,0,0,0,0,0,0,33221,0,0,0,0,0,0,0,0,0,0,0,0,122492,63406,0,0,174296,0,0,0,0,0,0,0,0,0,1226.4945,0,1100.041,0,0,0,0,0,0,0,0,0,0,5755.926128,0,0,0,2081.603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8790.23,48024.51,0,0,5996.9,0,0,0,0,307,57,0,0,0,0,0,0,0
2019-09-29,309,86211.93,18770.875,53059.06,18770.875,0,20200.4174,3907.71802,0,16292.69938,14842.52638,16292.69938,3907.71802,4455.57,1450.173,14842.52638,0,3907.71802,5725.57,47333.49,4455.57,0,1788.26,13054.26638,0,71753.6,2361513.83,0,0,0,0,0,866718,0,82796,0,0,0,0,0,0,0,0,0,0,1034654,0,0,0,331816,0,0,0,0,0,0,0,0,0,22240,0,0,0,0,0,0,0,0,0,0,0,0,135830,88189,0,0,190942,0,0,0,0,0,0,0,0,0,13054.26638,0,1450.173,0,0,0,0,0,0,0,0,0,0,3907.71802,0,0,0,1788.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5725.57,47333.49,0,0,4455.57,0,0,0,0,309,77,-1,0,0,0,0,0,0
2019-10-06,474,223050.905,844.4,47857.89,844.4,0,25770.6652,5645.948076,0,20124.71712,18663.47212,20124.71712,5645.948076,7554.54,1461.245,18663.47212,0,5645.948076,5708.26,42149.63,7554.54,0,1129.426,17533.58412,0.462,137509.25,5555454.16,0,0,0,0,0,1595261,0,84896,0,0,0,0,0,0,0,0,0,0,1195272,0,0,0,220282,0,0,0,0,0,0,0,0,0,20122,0,0,0,0,0,0,0,0,0,0,0,0,116756,92476,0,0,467512,0,0,0,0,0,0,0,0,0,17533.58412,0,1461.245,0,0,0,0,0,0,0,0,0,0,5645.948076,0,0,0,1129.426,0,0,0,0,0,0,0,0,0,0.462,0,0,0,0,0,0,0,0,0,0,0,0,5708.26,42149.63,0,0,7554.54,0,0,0,0,474,58,0,0,0,0,0,0,0
